author_qID,orcid,name,affiliation,affiliation_id,affiliation_id_source,start_date_year
Q92733944,0000-0001-5671-9354,"('Peter', 'Park')","('Universidade de São Paulo', '28133', 'RINGGOLD', '2017')",nan,nan,nan,nan
Q41875025,0000-0001-7179-1354,"('Michael', 'Jackson')","('Newcastle University', '5994', 'RINGGOLD', '2002')",nan,nan,nan,nan
Q64539050,0000-0002-4350-5354,"('Jeremy', 'Derrick')","('University of Manchester', '5292', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0001-6151-8354,"('Edgaras', 'Vastakas')","('Kauno Technologijos Universitetas', '70309', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0002-2763-6354,"('Li-Mei', 'Liu Liu')","('Tamkang University', '34886', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q62573177,0000-0003-0326-4354,"('Meera', 'Stephen')","('Indian Institute of Science', '29120', 'RINGGOLD', '2011')",nan,nan,nan,nan
Q89778945,0000-0002-1055-1354,"('LIZETE', 'OLIVEIRA')","('Universidade Federal de Goiás', '67824', 'RINGGOLD', '1983')",nan,nan,nan,nan
,0000-0002-8962-6354,"('Elton', 'Alves de Moura')","('Universidade Federal do Paraná', '28122', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0001-7434-3354,"('Jon', 'Leydens')","('Colorado School of Mines', '3557', 'RINGGOLD', '1997')",nan,nan,nan,nan
,0000-0001-7948-6354,"('Joanna', 'Maciulewicz')","('Adam Mickiewicz University in Poznań', 'grid.5633.3', 'GRID', '2002')",nan,nan,nan,nan
,0000-0001-7303-3354,"('juan', 'aguas')","('Universidad de las Fuerzas Armadas', '27881', 'RINGGOLD', '2001')",nan,nan,nan,nan
,0000-0001-8221-2354,"('Jian', 'Gao')","('Nanjing University of Posts and Telecommunications', '12577', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0003-4417-0354,"('Mary', 'Caesar')","('Wilfrid Laurier University', '8431', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0001-9076-5354,"('Darren', ""O'Donovan"")","('La Trobe University', '2080', 'RINGGOLD', '2016')",nan,nan,nan,nan
Q91602129,0000-0002-7123-1354,"('Jinkwan', 'Kim')","('Jungwon University', 'http://dx.doi.org/10.13039/501100002505', 'FUNDREF', '2013')",nan,nan,nan,nan
,0000-0002-7330-9354,"('Subhrokoli', 'Ghosh')","('Indian Institute of Science Education and Research Kolkata', 'http://dx.doi.org/10.13039/501100013416', 'FUNDREF', '2012')",nan,nan,nan,nan
Q88803427,0000-0002-3540-9354,"('Tza-Huei', 'Wang')","('Johns Hopkins University', '1466', 'RINGGOLD', '2002')",nan,nan,nan,nan
,0000-0003-2430-5354,"('Roberto', 'Calle Barreto')","('Universidad Central del Ecuador', '27888', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0002-6473-6354,"('Jakub', 'Šenovský')","('Univerzita Karlova', '37740', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-1079-7354,"('Raghavendra', 'S N')","('Sri Venkateshwara College of Engineering', '209071', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q59687733,0000-0002-7339-2354,"('Eva', 'Furrow')","('University of Minnesota College of Veterinary Medicine', '70195', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0002-6241-5354,"('Wilfredo', 'Matamoros')","('Universidad de Ciencias y Artes de Chiapas', '27799', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q59820647,0000-0002-4205-1354,"('Randah', 'Hamadeh')","('Arabian Gulf University', '108540', 'RINGGOLD', '1991')",nan,nan,nan,nan
Q91367070,0000-0003-3855-5354,"('Imadul', 'Islam')","('King Abdullah International Medical Research Center', '309817', 'RINGGOLD', '2016')",nan,nan,nan,nan
Q61175157,0000-0002-0594-7354,"('Timothy', 'Hines')","('Jackson Laboratory', '1514', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0002-0338-6354,"('Pakinam', 'Hassan')","('Alexandria University Faculty of Engineering', '110137', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q89183438,0000-0001-7635-7354,"('Rosa M.', 'Ortuno')","('Universidad Autónoma de Barcelona', '16719', 'RINGGOLD', '1975')",nan,nan,nan,nan
,0000-0002-7119-4354,"('OLUKAYODE', 'DADA')","('Olabisi Onabanjo University', '107991', 'RINGGOLD', '1984')",nan,nan,nan,nan
Q83637992,0000-0003-0493-7354,"('Oorbessy', 'Gaju')","('Australian National University', '2219', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-9085-4354,"('JORGE', 'APAZA TICONA')","('Universidad Nacional del Altiplano', '125812', 'RINGGOLD', '2000')",nan,nan,nan,nan
,0000-0003-4080-7354,"('Aby', 'Thomas')","('Bahrain Petroleum Company', '118879', 'RINGGOLD', '2002')",nan,nan,nan,nan
,0000-0003-1643-6354,"('Олександр', 'Чечуга')","('National Transport University', 'grid.446277.4', 'GRID', '2007')",nan,nan,nan,nan
Q57431277,0000-0002-1859-6354,"('Peter', 'Mangiafico')","('Stanford University', '6429', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0002-6926-2354,"('guangjun', 'shi')","('Qingdao Municipal Hospital Group', '12648', 'RINGGOLD', '1996')",nan,nan,nan,nan
Q91296029,0000-0001-6589-3354,"('Aleksandr', 'Cherdantsev')","('Ulyanovsk State University', 'grid.158077.c', 'GRID', '1997')",nan,nan,nan,nan
Q88114627,0000-0003-1448-1354,"('Aldo', 'Arce')","('Universidade de São Paulo', '67887', 'RINGGOLD', '2004')",nan,nan,nan,nan
Q89456758,0000-0001-6100-8354,"('Eva-Maria', 'Messner')","('University of Ulm', 'grid.6582.9', 'GRID', '2016')",nan,nan,nan,nan
,0000-0002-0310-8354,"('Thomas', 'Troland')","('University of Kentucky', '4530', 'RINGGOLD', '1981')",nan,nan,nan,nan
Q38305842,0000-0001-8784-9354,"('Wayne', 'Getz')","('University of California Berkeley', '1438', 'RINGGOLD', '1979')",nan,nan,nan,nan
,0000-0003-3627-7354,"('Hemant', 'Mishra')","('ISRO Satellite Centre Bangalore', '270340', 'RINGGOLD', '2019')",nan,nan,nan,nan
Q91184114,0000-0002-1839-3354,"('Kentaro', 'Yasui')","('University of Miyazaki', 'http://dx.doi.org/10.13039/501100006452', 'FUNDREF', '2011')",nan,nan,nan,nan
Q83594194,0000-0002-7822-2354,"('Pierre', 'Fechine')","('Universidade Federal do Ceará', '28121', 'RINGGOLD', '2007')",nan,nan,nan,nan
,0000-0003-4026-8354,"('Łukasz', 'Krzyszczuk')","('Uniwersytet Wroclawski', '49572', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0003-1722-8354,"('Giovanni', 'Bindi')","(""Ministero dell'Istruzione dell'Università e della Ricerca"", '17942', 'RINGGOLD', '1989')",nan,nan,nan,nan
,0000-0002-7776-4354,"('Dr Debmalya', 'Bhattacharyya')","('Apollo Gleneagles Hospital', '75431', 'RINGGOLD', '2016')",nan,nan,nan,nan
Q59677295,0000-0002-5146-8354,"('Jau-Ling', 'Suen')","('Kaohsiung Medical University', 'grid.412019.f', 'GRID', '2004')",nan,nan,nan,nan
,0000-0002-8201-0354,"('Shaohui', 'Xu')","('East China Normal University', '12655', 'RINGGOLD', '2003')",nan,nan,nan,nan
,0000-0002-1327-7354,"('José María', 'García Ibáñez')","('Gobierno del Principado de Asturias Consejería de Educación Cultura y Deporte', '38719', 'RINGGOLD', '2008')",nan,nan,nan,nan
Q96167707,0000-0001-9943-6354,"('William', 'Stubblefield')","('Oregon State University', '2694', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0002-6411-1354,"('Nikolay', 'Emelianenko')","('Kharkiv National University of Construction and Architecture', 'grid.445554.1', 'GRID', '2005')",nan,nan,nan,nan
,0000-0003-1464-1354,"('Michel', 'MARQUIS')","('Agence Régionale de Santé Auvergne-Rhône-Alpes', '26973', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0002-3870-6354,"('Maria Trinidad', 'Hoyl')","('Pontifical Catholic University of Chile', 'grid.7870.8', 'GRID', '1999')",nan,nan,nan,nan
,0000-0003-2205-1354,"('Muhammad', 'Aziz')","('University of Agriculture Faisalabad', '66724', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0003-1181-1354,"('Zhengwang', 'Ye')","('Tonghua Normal University', '359388', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0002-6991-6354,"('Viviane', 'Rodrigues Vilela')","('Universidade de Franca', '92917', 'RINGGOLD', '2013')",nan,nan,nan,nan
Q59650949,0000-0002-9118-7354,"('Pedro', 'Machado')","('Fermi National Accelerator Laboratory', '53744', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0002-8096-3354,"('Suren', 'Moodley')","('University of KwaZulu-Natal', '56394', 'RINGGOLD', '2013')",nan,nan,nan,nan
Q85605976,0000-0001-6325-7354,"('Elke', 'De Zitter')","('Soleil', '26657', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q90724080,0000-0002-0103-0354,"('Xiao', 'Liang')","('Qingdao Agricultural University', '98431', 'RINGGOLD', '2014')",nan,nan,nan,nan
Q92643275,0000-0001-6079-3354,"('STEPHEN', 'WU')","('University of Rochester', '6927', 'RINGGOLD', '2017')",nan,nan,nan,nan
Q90838845,0000-0003-3085-2354,"('Oya', 'Özdemir')","('Hacettepe Üniversitesi', '37515', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0002-5051-0354,"('Fabian', 'Giertzsch')","('Hamburg University of Technology', 'grid.6884.2', 'GRID', '2019')",nan,nan,nan,nan
,0000-0003-0762-8354,"('Prakash', 'Chaki')","('Central Research Lab, NEC Corporation, Japan', 'grid.420377.5', 'GRID', '2013')",nan,nan,nan,nan
,0000-0002-9385-2354,"('Lichota', 'Jarosław')","('Pomeranian Medical University', 'grid.107950.a', 'GRID', '2017')",nan,nan,nan,nan
,0000-0002-1090-6354,"('AYSE SEYMA', 'FINDIK')","('Fatih Sultan Mehmet Vakıf Üniversitesi', '223270', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-8525-4354,"('Federico', 'Gomez Cardona')","('Universidad Nacional de Colombia Sede Medellín', '124148', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0003-0353-9354,"('Liudmyla', 'Sukhovirska')","('Donetsk National Medical University', 'grid.445432.0', 'GRID', '2016')",nan,nan,nan,nan
Q58894760,0000-0001-6933-3354,"('David', 'Duval')","('University of Perpignan', 'grid.11136.34', 'GRID', '2005')",nan,nan,nan,nan
Q58853017,0000-0001-7707-7354,"('Manuel', 'Expósito-Langa')","('Universitat Politècnica de València', '16774', 'RINGGOLD', '2000')",nan,nan,nan,nan
,0000-0001-9709-4354,"('Marianna', 'Khorolska')","('Kremenchuk Mykhailo Ostohradskyi National University', '438536', 'RINGGOLD', '2009')",nan,nan,nan,nan
,0000-0001-9640-3354,"('Hayal', 'Cobanoglu')","('Çanakkale Onsekiz Mart University', 'grid.412364.6', 'GRID', '2009')",nan,nan,nan,nan
,0000-0003-2029-1354,"('Turgut', 'İLERİ')","('Amasya University', 'grid.411355.7', 'GRID', '1994')",nan,nan,nan,nan
Q57074308,0000-0003-0560-6354,"('Janis', 'Wolf')","('Helmholtz-Zentrum für Umweltforschung UFZ', '28342', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0001-6260-9354,"('ADEWUMI SAMUEL', 'ALAKE')","('Landmark University', '233773', 'RINGGOLD', '2017')",nan,nan,nan,nan
Q48266951,0000-0003-2598-1354,"('Cailing', 'Chen')","('King Abdullah University of Science and Technology (KAUST)', '127355', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q93162623,0000-0002-1636-3354,"('Antonie', 'Friedl')","('Helmholtz Zentrum München Deutsches Forschungszentrum für Umwelt und Gesundheit', '9150', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-8351-5354,"('Alina', 'Jaroch')","('Collegium Medicum in Bydgoszcz', 'grid.5374.5', 'GRID', '2014')",nan,nan,nan,nan
Q89757825,0000-0003-3208-1354,"('Kıymet', 'Deniz')","('Ankara University Faculty of Engineering', '175619', 'RINGGOLD', '2010')",nan,nan,nan,nan
Q92608032,0000-0002-0431-1354,"('兴明', '郝')","('Xinjiang Institute of Ecology and Geography', '85431', 'RINGGOLD', '2008')",nan,nan,nan,nan
,0000-0002-1420-2354,"('Andrey A.', 'Tregubov')","('Moscow Institute of Physics and Technology', 'grid.18763.3b', 'GRID', '2016')",nan,nan,nan,nan
Q57019804,0000-0002-6810-4354,"('Yasumune', 'Nakayama')","('Sojo University', 'grid.412662.5', 'GRID', '2015')",nan,nan,nan,nan
Q55187680,0000-0002-5731-7354,"('Jun-Long', 'Zhang')","('Peking University', '12465', 'RINGGOLD', '2008')",nan,nan,nan,nan
Q87505138,0000-0002-5245-2354,"('Aung Myint', 'Tun')","('Brooklyn Hospital Center', '24508', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0001-8593-1354,"('Jahangir', 'Alam')","('Mawlana Bhashani Science and Technology University', '271385', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-3415-8354,"('shoban babu', 'sriramoju')","('SR Engineering College', '471595', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0002-2422-4354,"('Yuzhen', 'Yan')","('JiaYing University', '118348', 'RINGGOLD', '2004')",nan,nan,nan,nan
,0000-0001-5007-7354,"('Jan', 'Ringers')","('Universiteit Leiden', '4496', 'RINGGOLD', '1991')",nan,nan,nan,nan
,0000-0002-4511-3354,"('Deepika', 'Panicker')","('Central Coast Local Health District', '37242', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0003-4864-9354,"('Alexsander', 'Zamorano Antunes')","('Instituto Florestal', '274573', 'RINGGOLD', '2005')",nan,nan,nan,nan
,0000-0001-7166-0354,"('Glauci', 'Elaine Damasio Fidelis')","('Universidade de São Paulo', '28133', 'RINGGOLD', '1994')",nan,nan,nan,nan
Q92912643,0000-0002-9997-1354,"('Javier', 'Nieto')","('Consorcio Universidad Nacional Autonoma de Mexico', '318340', 'RINGGOLD', '2000')",nan,nan,nan,nan
,0000-0002-1685-7354,"('Maria Isabel', 'Ribes Moreno')","('Universidad de Cadiz Campus de Bahia de Algeciras', '96906', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0002-5800-2354,"('hesham', 'tawfik')","('Tanta University Faculty of Medicine', '68782', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q90732034,0000-0003-2961-6354,"('Eka Surya', 'Nugraha')","('Universitas Padjadjaran', '61809', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0003-2751-4354,"('Olnes', 'Hutajulu')","('Institut Teknologi Del', '184232', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0003-2229-7354,"('Warren', 'Huff')","('University of Cincinnati', '2514', 'RINGGOLD', '1963')",nan,nan,nan,nan
,0000-0001-7833-6354,"('Kenny Wai Ching', 'Yu')","('Intel Ireland', '226215', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0001-5790-6354,"('Johannes', 'Görlitz')","('Universität des Saarlandes', '9379', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0003-1704-1354,"('Daniela', 'Gimenez-Jimenez')","('Technische Universität München', '9184', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q59539742,0000-0003-0937-5354,"('Khoa', 'Nguyen')","('Ho Chi Minh City University of Technology', '117295', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0003-1862-6354,"('Dayra Elizabeth', 'Ojeda Rosero')","('Universidad de Nariño', '28017', 'RINGGOLD', '2003')",nan,nan,nan,nan
,0000-0003-0076-8354,"('Ali', 'Ahmadabadi')","('Mashhad University of Medical Sciences', '37552', 'RINGGOLD', '2013')",nan,nan,nan,nan
,0000-0001-5808-7354,"('Ketevan', 'Gogberashvili')","('Tbilisi State Medical University', '115512', 'RINGGOLD', '1984')",nan,nan,nan,nan
,0000-0002-5021-1354,"('Chung-Ying', 'Tsai')","('Denison University', '3595', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-2330-1354,"('Rodrigo', 'Bijani')","('Universidade Federal Fluminense', '28110', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0002-3033-3354,"('Laura', 'Kimmey')","('Mathematica Policy Research Inc', '8403', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0003-1864-2354,"('Hussaina', 'Makun')","('Ahmadu Bello University', '58989', 'RINGGOLD', '1988')",nan,nan,nan,nan
Q84051090,0000-0002-0131-3354,"('Ana Margarida', 'Pereira')","('Universidade do Minho; Centro de Biologia Molecular e Ambiental (CBMA)', '56059', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0003-3080-1354,"('Johan', 'Wenngren')","('Luleå University of Technology', 'grid.6926.b', 'GRID', '2010')",nan,nan,nan,nan
,0000-0002-3687-4354,"('ALEEM BASHA', 'PINJARI')","('Rayalaseema University', '282544', 'RINGGOLD', '2015')",nan,nan,nan,nan
,0000-0003-2010-1354,"('Lélio', 'Senna')","('Universidade do Estado do Rio de Janeiro', '28130', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q57323838,0000-0002-0298-1354,"('Claudia Marcia Aparecida', 'Carareto')","('Universidade Estadual Paulista Júlio de Mesquita Filho - Câmpus de São José do Rio Preto', '135131', 'RINGGOLD', '2000')",nan,nan,nan,nan
Q91308687,0000-0003-4680-3354,"('mehmet emin', 'ceylan')","('Uskudar Universitesi', '232990', 'RINGGOLD', '2012')",nan,nan,nan,nan
Q56882641,0000-0002-1168-5354,"('JU-YOUNG', 'SEOH')","('Ewha Womans University', '26717', 'RINGGOLD', '1994')",nan,nan,nan,nan
Q90934273,0000-0002-6472-8354,"('Guy', 'Patchornik')","('Ariel University', '42732', 'RINGGOLD', '2009')",nan,nan,nan,nan
Q90413590,0000-0003-1848-2354,"('Haohao', 'Zhu')","(""Fifth People's Hospital of Shanghai Fudan University"", '71529', 'RINGGOLD', '1993')",nan,nan,nan,nan
,0000-0003-3684-0354,"('Monika', 'Stachowicz')","('Jan Kochanowski University', 'grid.411821.f', 'GRID', '2003')",nan,nan,nan,nan
,0000-0002-6222-0354,"('Rosa', 'Euscategui Bobadilla')","('Hospital Belen De Trujillo', '279221', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0003-3839-5354,"('Hettiarachchige Suhashini Rasanja', 'Perera')","('Ministry of Health, Nutrition and Indigenous Medicine', 'grid.466905.8', 'GRID', '2019')",nan,nan,nan,nan
,0000-0002-1815-8354,"('Shaymaa', 'Kadhim')","('University of Technology- Iraq', 'grid.444967.c', 'GRID', '2006')",nan,nan,nan,nan
Q88234504,0000-0003-3782-7354,"('Bruce', 'Hawkins')","('Smith College', '6089', 'RINGGOLD', '1995')",nan,nan,nan,nan
,0000-0002-3980-5354,"('Ernst', 'van Alphen')","('Universiteit Leiden', '4496', 'RINGGOLD', '2000')",nan,nan,nan,nan
Q91117338,0000-0002-1677-7354,"('Lori', 'Strachowski')","('UCSF Medical Center', '21771', 'RINGGOLD', '1998')",nan,nan,nan,nan
Q64962734,0000-0002-7809-7354,"('Shady', 'El Naggar')","('South Valley University', '68898', 'RINGGOLD', '2017')",nan,nan,nan,nan
Q96432095,0000-0002-7061-8354,"('Perline', 'Demange')","('Vrije Universiteit Amsterdam', '1190', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q86406323,0000-0001-5096-6354,"('Marta', 'Gallart')","('University of the Sunshine Coast', '5333', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0001-8760-3354,"('A. Melissa', 'Harmon')","('CarePartners Home Health Services', '227748', 'RINGGOLD', '1999')",nan,nan,nan,nan
,0000-0002-2915-6354,"('Namsik', 'Woo')","('Konkuk University Medical Center', '119754', 'RINGGOLD', '1989')",nan,nan,nan,nan
,0000-0003-2578-9354,"('María Teresa', 'Álvarez Icaza Longoria')","('Universidad Nacional Autónoma de México Instituto de Investigaciones Históricas', '173089', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0003-2259-6354,"('Hussein', 'soliman')","('Southern Illinois University Carbondale', '2254', 'RINGGOLD', '2004')",nan,nan,nan,nan
,0000-0003-4929-7354,"('Manuel Antonio', 'Flores Fonseca')","('Universidad Nacional Autónoma de Honduras', '34843', 'RINGGOLD', '1986')",nan,nan,nan,nan
,0000-0003-3029-7354,"('Suzanne Greby', 'Schmidt')","('University of Copenhagen', 'grid.5254.6', 'GRID', '2019')",nan,nan,nan,nan
,0000-0003-4630-1354,"('Theerasuk', 'Kawamatawong')","('Ramathibodi Hospital', '432716', 'RINGGOLD', '2003')",nan,nan,nan,nan
,0000-0002-9741-5354,"('Margaret', 'Fegen')","('NHS Greater Glasgow and Clyde', 'grid.413301.4', 'GRID', '2018')",nan,nan,nan,nan
,0000-0002-4870-1354,"('Milan', 'Nemy')","('Czech Technical University in Prague', 'grid.6652.7', 'GRID', '2017')",nan,nan,nan,nan
,0000-0003-4540-5354,"('Yorick', 'De Bock')","('Universiteit Antwerpen', '26660', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0002-2757-2354,"('GAIL ALBEIRO', 'GUTIERREZ RAMIREZ')","('Universidad de La Guajira', '125416', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0002-2414-4354,"('Michal', 'Požár')","('Brno University of Technology', 'grid.4994.0', 'GRID', '2014')",nan,nan,nan,nan
Q84683635,0000-0002-3120-5354,"('abdelouaheb', 'Benani')","('Institut Pasteur du Maroc', '290327', 'RINGGOLD', '1993')",nan,nan,nan,nan
,0000-0001-7905-6354,"('Nurul', 'Hamida')","('Politeknik Negeri Semarang', '184281', 'RINGGOLD', '1992')",nan,nan,nan,nan
,0000-0001-9149-3354,"('Dr.R.Gunasundari', None)","('Pondicherry Engineering College', '232511', 'RINGGOLD', '1999')",nan,nan,nan,nan
,0000-0002-6132-4354,"('Luci', 'Iachinski')","('Instituto Federal de Educação Ciência e Tecnologia do Paraná', '186061', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0003-1568-7354,"('Mohamed', 'Montaser')","('Nuclear Materials Authority', '226164', 'RINGGOLD', '2001')",nan,nan,nan,nan
,0000-0003-3761-6354,"('Seyed Mahmood', 'Hosseini')","('Ferdowsi University of Mashhad', '48440', 'RINGGOLD', '1989')",nan,nan,nan,nan
,0000-0002-4857-6354,"('Ruslan', 'Osmanov')","('Gornyj botaniceskij sad Dagestanskogo naucnogo centra RAN', '307763', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q58428795,0000-0003-2246-5354,"('adriana', 'vella')","('University of Malta', '37563', 'RINGGOLD', '1995')",nan,nan,nan,nan
Q85308692,0000-0003-3159-9354,"('Donghyuck', 'Park')","('Hanyang University Seoul Hospital', '65557', 'RINGGOLD', '2018')",nan,nan,nan,nan
Q91700932,0000-0003-0280-0354,"('MD. DAUD', 'KHAN')","('George Mason University', '3298', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-4925-3354,"('Kallyana', 'Moraes Carvalho Dominices')","('Instituto Federal do Tocantins', 'grid.472940.c', 'GRID', '2008')",nan,nan,nan,nan
,0000-0001-8306-3354,"('Ruosi', 'Yan')","('Hebei University of Science and Technology', '83524', 'RINGGOLD', '2016')",nan,nan,nan,nan
Q56256902,0000-0002-4060-3354,"('Guler', 'Bugdayci')","('Abant İzzet Baysal Üniversitesi Tıp Fakültesi', '121962', 'RINGGOLD', '2005')",nan,nan,nan,nan
,0000-0001-9898-6354,"('TERESA', 'CANO')","('Colegio de Postgraduados Campus Puebla', '211698', 'RINGGOLD', '2014')",nan,nan,nan,nan
,0000-0002-9114-4354,"('Luiz', 'dos Santos')","('Universidade Federal Fluminense', '28110', 'RINGGOLD', '1986')",nan,nan,nan,nan
Q87620482,0000-0002-7617-1354,"('Paul', 'Julian')","('Florida Department of Environmental Protection', '11093', 'RINGGOLD', '2011')",nan,nan,nan,nan
Q86078950,0000-0002-4501-7354,"('Dr. Mohd. Iqbal', 'Yatoo')","('Sher-E-Kashmir University of Agricultural Sciences and Technology Kashmir', '29073', 'RINGGOLD', '2013')",nan,nan,nan,nan
Q63946986,0000-0003-1740-4354,"('Zbigniew', 'Karczmarzyk')","('University of Natural Sciences and Humanities in Siedlce', 'grid.412732.1', 'GRID', '1983')",nan,nan,nan,nan
,0000-0002-7424-8354,"('Oskar', 'Turovets')","('Voronezh State Technical University', '65093', 'RINGGOLD', '1967')",nan,nan,nan,nan
,0000-0002-7869-5354,"('Vera', 'Scepanovic')","('Leiden University', 'grid.5132.5', 'GRID', '2018')",nan,nan,nan,nan
,0000-0003-4117-2354,"('Elnaz', 'Neinavaz')","('University of Twente', 'http://dx.doi.org/10.13039/501100001834', 'FUNDREF', '2017')",nan,nan,nan,nan
,0000-0002-6301-2354,"('Jung Taek', 'Kim')","('Korea Atomic Energy Research Institute', '65405', 'RINGGOLD', '1986')",nan,nan,nan,nan
Q57017012,0000-0001-9814-2354,"('Benito', 'Marcote')","('Joint Institute for VLBI ERIC', '339657', 'RINGGOLD', '2016')",nan,nan,nan,nan
Q48215951,0000-0002-8227-2354,"('Charles', 'Marshall')","('Queen Mary University of London', '4617', 'RINGGOLD', '2018')",nan,nan,nan,nan
,0000-0001-6186-8354,"('Binyi', 'Zhang')","('Charles University', 'grid.4491.8', 'GRID', '2018')",nan,nan,nan,nan
,0000-0002-6469-9354,"('Christer', 'Aas')","('Helse Bergen', '72984', 'RINGGOLD', '2015')",nan,nan,nan,nan
Q91960993,0000-0002-8079-5354,"('ALESSANDRO', ""VIGANO'"")","('Sapienza Università di Roma', 'http://dx.doi.org/10.13039/501100004271', 'FUNDREF', '2013')",nan,nan,nan,nan
,0000-0003-3703-4354,"('WALÉRIA', 'RODOVALHO')","('Instituto Federal de Goiás', 'grid.472917.e', 'GRID', '2008')",nan,nan,nan,nan
Q89689146,0000-0001-8523-7354,"('Jutta', 'Schneider')","('Universität Hamburg', '14915', 'RINGGOLD', '2004')",nan,nan,nan,nan
Q51441278,0000-0003-2528-7354,"('Yongfeng', 'Wang')","('University of Tennessee Knoxville', '4292', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0002-8523-8354,"('Felipe', 'Vazquez')","('Universidade do Estado de Mato Grosso', '67845', 'RINGGOLD', '2006')",nan,nan,nan,nan
Q58985848,0000-0001-7548-5354,"('Greg', 'Burley')","('National Research Council Canada', '6356', 'RINGGOLD', '2011')",nan,nan,nan,nan
,0000-0001-8883-3354,"('Murtala', 'Isah')","(""Umaru Musa Yar'Adua University"", '300205', 'RINGGOLD', '2012')",nan,nan,nan,nan
,0000-0002-0087-1354,"('James', 'Sears')","('Lawrence Berkeley National Laboratory', 'http://dx.doi.org/10.13039/100006235', 'FUNDREF', '2018')",nan,nan,nan,nan
Q61112499,0000-0002-0688-6354,"('Azizollah', 'Yousefi')","('Iran University of Medical Sciences', 'http://dx.doi.org/10.13039/100012021', 'FUNDREF', '1970')",nan,nan,nan,nan
,0000-0002-5125-7354,"('Cunhui', 'Lin')","('Guangdong University of Petrochemical Technology', '117811', 'RINGGOLD', '2019')",nan,nan,nan,nan
,0000-0002-4320-6354,"('Diego Coêlho', 'Leite')","('Instituto Federal do Pará', '37871', 'RINGGOLD', '2017')",nan,nan,nan,nan
,0000-0002-6995-9354,"('Leyla', 'Alibalaeva')","('Plekhanov Russian University of Economics', 'grid.446263.1', 'GRID', '2009')",nan,nan,nan,nan
Q92530349,0000-0002-9559-1354,"('Justin', 'Griswold')","('Oak Ridge National Laboratory', '6146', 'RINGGOLD', '2016')",nan,nan,nan,nan
,0000-0002-6373-3354,"('zakariya', 'almuharrmi')","('Sultan Qaboos University', '37611', 'RINGGOLD', '2009')",nan,nan,nan,nan
